id,termKo,termEn,def,collection,category,difficulty,vibeCore,slug,source,quizEnabled,reviewStatus
new-0322,스태시,stash,커밋하지 않은 변경을 임시 보관하고 작업 폴더를 깨끗하게 만드는 기능.,vibe-v2,Git·DevOps·클라우드,2,False,stash,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0323,태그,Git tag,특정 커밋에 버전명 같은 고정 이름을 붙이는 Git 객체.,vibe-v2,Git·DevOps·클라우드,2,False,git-tag,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0324,머지 충돌,merge conflict,같은 코드 부분의 서로 다른 변경을 Git이 자동으로 합치지 못한 상태.,vibe-v2,Git·DevOps·클라우드,2,True,merge-conflict,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0325,원격 저장소,remote repository,인터넷이나 서버에 있어 여러 사람이 공유하는 Git 저장소.,vibe-v2,Git·DevOps·클라우드,1,False,remote-repository,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0326,origin,origin,클론할 때 기본 원격 저장소에 관례적으로 붙는 이름.,vibe-v2,Git·DevOps·클라우드,2,False,origin,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0327,HEAD,Git HEAD,현재 체크아웃한 브랜치의 최신 커밋을 가리키는 포인터.,vibe-v2,Git·DevOps·클라우드,3,False,git-head,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0328,커밋 해시,commit hash,각 Git 커밋을 유일하게 식별하는 문자열.,vibe-v2,Git·DevOps·클라우드,2,False,commit-hash,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0329,커밋 메시지,commit message,변경 목적과 내용을 설명하는 커밋 기록 문구.,vibe-v2,Git·DevOps·클라우드,1,True,commit-message,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0330,세맨틱 버저닝,semantic versioning,호환성 변화에 따라 주·부·패치 번호를 올리는 버전 규칙.,vibe-v2,Git·DevOps·클라우드,2,False,semantic-versioning,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0331,체인지로그,changelog,버전별 새 기능·변경·수정 사항을 기록한 문서.,vibe-v2,Git·DevOps·클라우드,2,False,changelog,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0332,모노레포,monorepo,여러 앱이나 패키지 코드를 하나의 저장소에서 관리하는 방식.,vibe-v2,Git·DevOps·클라우드,3,False,monorepo,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0333,워크스페이스,workspace,여러 패키지나 프로젝트를 함께 개발하도록 묶은 작업 영역.,vibe-v2,Git·DevOps·클라우드,2,False,workspace,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0334,락 파일,lockfile,설치된 의존성의 정확한 버전과 무결성 정보를 고정한 파일.,vibe-v2,Git·DevOps·클라우드,2,True,lockfile,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0335,시맨틱 릴리스,semantic release,커밋 규칙을 읽어 버전과 변경 로그·배포를 자동화하는 방식.,vibe-v2,Git·DevOps·클라우드,3,False,semantic-release,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0336,CI,continuous integration,코드 변경마다 자동 빌드와 테스트를 실행해 통합 문제를 빨리 찾는 방식.,vibe-v2,Git·DevOps·클라우드,2,True,continuous-integration,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0337,CD,continuous delivery,검증된 변경을 언제든 배포할 수 있게 자동화하는 방식.,vibe-v2,Git·DevOps·클라우드,2,True,continuous-delivery,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0338,파이프라인,CI pipeline,빌드·테스트·배포 단계를 순서대로 실행하는 자동화 흐름.,vibe-v2,Git·DevOps·클라우드,2,False,ci-pipeline,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0339,워크플로,workflow,특정 이벤트에 따라 실행되는 자동화 작업과 단계의 정의.,vibe-v2,Git·DevOps·클라우드,2,False,workflow,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0340,러너,CI runner,CI 작업 명령을 실제로 실행하는 서버나 가상 환경.,vibe-v2,Git·DevOps·클라우드,2,False,ci-runner,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0341,빌드 아티팩트,build artifact,빌드 결과로 생성된 앱 파일·패키지·보고서.,vibe-v2,Git·DevOps·클라우드,2,False,build-artifact,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0342,배포 환경,deployment environment,개발·테스트·스테이징·운영처럼 목적이 다른 실행 환경.,vibe-v2,Git·DevOps·클라우드,2,False,deployment-environment,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0343,스테이징,staging,운영 배포 전 실제와 비슷한 조건에서 최종 검증하는 환경.,vibe-v2,Git·DevOps·클라우드,2,True,staging,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0344,프로덕션,production,실제 사용자가 이용하는 운영 환경.,vibe-v2,Git·DevOps·클라우드,1,True,production,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0345,개발 환경,development environment,개발자가 코드를 수정하고 빠르게 시험하는 환경.,vibe-v2,Git·DevOps·클라우드,1,False,development-environment,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0346,설정 파일,configuration file,프로그램 동작 옵션과 환경별 값을 저장한 파일.,vibe-v2,Git·DevOps·클라우드,1,False,configuration-file,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0347,시크릿,secret,API 키·비밀번호처럼 공개 저장소에 넣으면 안 되는 민감한 설정 값.,vibe-v2,Git·DevOps·클라우드,1,True,secret,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0348,.env 파일,.env file,환경 변수를 키-값 형태로 적는 파일로 보통 버전 관리에서 제외합니다.,vibe-v2,Git·DevOps·클라우드,2,True,env-file,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0349,컨테이너,container,앱과 필요한 실행 환경을 격리해 어디서나 비슷하게 실행하는 단위.,vibe-v2,Git·DevOps·클라우드,2,True,container,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0350,컨테이너 이미지,container image,컨테이너 실행에 필요한 파일과 설정을 담은 읽기 전용 템플릿.,vibe-v2,Git·DevOps·클라우드,2,False,container-image,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0351,Docker,Docker,컨테이너 이미지를 만들고 실행·배포하는 대표 플랫폼.,vibe-v2,Git·DevOps·클라우드,2,False,docker,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0352,Dockerfile,Dockerfile,컨테이너 이미지를 만드는 단계와 명령을 적은 파일.,vibe-v2,Git·DevOps·클라우드,2,False,dockerfile,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0353,Docker Compose,Docker Compose,여러 컨테이너 서비스와 네트워크·볼륨을 한 파일로 실행하는 도구.,vibe-v2,Git·DevOps·클라우드,2,False,docker-compose,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0354,이미지 레지스트리,container registry,컨테이너 이미지를 저장하고 내려받는 서버.,vibe-v2,Git·DevOps·클라우드,2,False,container-registry,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0355,볼륨,container volume,컨테이너가 삭제되어도 데이터를 유지하도록 연결한 저장 공간.,vibe-v2,Git·DevOps·클라우드,2,False,container-volume,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0356,Kubernetes,Kubernetes,많은 컨테이너의 배포·확장·복구를 자동화하는 오케스트레이션 플랫폼.,vibe-v2,Git·DevOps·클라우드,3,False,kubernetes,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0357,파드,Kubernetes Pod,Kubernetes에서 함께 실행되는 하나 이상의 컨테이너 묶음.,vibe-v2,Git·DevOps·클라우드,3,False,kubernetes-pod,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0358,디플로이먼트,Kubernetes Deployment,파드의 원하는 개수와 업데이트 방식을 관리하는 Kubernetes 객체.,vibe-v2,Git·DevOps·클라우드,3,False,kubernetes-deployment,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0359,서비스 객체,Kubernetes Service,변하는 파드 주소 앞에 안정적인 네트워크 접근점을 제공하는 객체.,vibe-v2,Git·DevOps·클라우드,3,False,kubernetes-service,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0360,인그레스,Kubernetes Ingress,클러스터 외부 HTTP 요청을 내부 서비스로 라우팅하는 규칙.,vibe-v2,Git·DevOps·클라우드,4,False,kubernetes-ingress,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0361,오토스케일링,autoscaling,부하에 따라 서버나 파드 수를 자동으로 늘리고 줄이는 기능.,vibe-v2,Git·DevOps·클라우드,3,False,autoscaling,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0362,클라우드,cloud computing,인터넷을 통해 서버·저장소·데이터베이스 같은 컴퓨팅 자원을 빌려 쓰는 방식.,vibe-v2,Git·DevOps·클라우드,1,False,cloud-computing,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0363,가상 머신,virtual machine,물리 서버 자원을 나눠 독립된 컴퓨터처럼 실행하는 가상 환경.,vibe-v2,Git·DevOps·클라우드,2,False,virtual-machine,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0364,리전,cloud region,클라우드 데이터센터가 위치한 지리적 운영 구역.,vibe-v2,Git·DevOps·클라우드,2,False,cloud-region,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0365,가용 영역,availability zone,한 리전 안에서 전력과 네트워크 장애를 분리한 데이터센터 구역.,vibe-v2,Git·DevOps·클라우드,3,False,availability-zone,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0366,테스트 케이스,test case,입력·실행 절차·기대 결과를 정리한 하나의 검증 항목.,vibe-v2,테스트·품질·보안,1,True,test-case,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0367,테스트 시나리오,test scenario,사용자 흐름 전체를 기준으로 여러 테스트 케이스를 묶은 상황.,vibe-v2,테스트·품질·보안,2,False,test-scenario,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0368,테스트 계획,test plan,범위·환경·담당·일정·종료 조건을 정리한 테스트 문서.,vibe-v2,테스트·품질·보안,2,False,test-plan,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0369,회귀 테스트,regression test,변경 후 기존 기능이 다시 깨지지 않았는지 확인하는 테스트.,vibe-v2,테스트·품질·보안,2,True,regression-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0370,스모크 테스트,smoke test,빌드의 핵심 기능이 최소한 실행되는지 빠르게 확인하는 테스트.,vibe-v2,테스트·품질·보안,2,False,smoke-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0371,엔드투엔드 테스트,end-to-end test,실제 사용자 흐름처럼 프론트부터 DB까지 전체를 검증하는 테스트.,vibe-v2,테스트·품질·보안,2,False,end-to-end-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0372,UI 테스트,UI test,버튼·입력·화면 전환 같은 사용자 인터페이스 동작을 자동 검증하는 테스트.,vibe-v2,테스트·품질·보안,2,False,ui-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0373,스냅샷 테스트,snapshot test,렌더링 결과나 직렬화 결과를 이전 저장본과 비교하는 테스트.,vibe-v2,테스트·품질·보안,3,False,snapshot-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0374,골든 테스트,golden test,UI 이미지 결과를 기준 이미지와 픽셀 단위로 비교하는 테스트.,vibe-v2,테스트·품질·보안,3,False,golden-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0375,계약 테스트,contract test,서비스 사이 요청·응답 규격이 서로 호환되는지 검증하는 테스트.,vibe-v2,테스트·품질·보안,3,False,contract-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0376,성능 테스트,performance test,응답 시간·처리량·자원 사용량이 기준을 만족하는지 측정하는 테스트.,vibe-v2,테스트·품질·보안,2,False,performance-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0377,부하 테스트,load test,예상 사용자 수나 요청량에서 시스템 성능을 측정하는 테스트.,vibe-v2,테스트·품질·보안,2,False,load-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0378,스트레스 테스트,stress test,한계를 넘는 부하를 가해 장애 지점과 복구 능력을 확인하는 테스트.,vibe-v2,테스트·품질·보안,3,False,stress-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0379,사용성 테스트,usability test,실제 사용자가 과업을 얼마나 쉽고 정확하게 수행하는지 관찰하는 테스트.,vibe-v2,테스트·품질·보안,2,True,usability-test,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0380,탐색적 테스트,exploratory testing,정해진 절차에만 의존하지 않고 사용하며 결함을 발견하는 테스트.,vibe-v2,테스트·품질·보안,2,False,exploratory-testing,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0381,테스트 더블,test double,실제 의존성을 대신해 테스트에서 사용하는 대체 객체의 통칭.,vibe-v2,테스트·품질·보안,3,False,test-double,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0382,목 객체,mock object,호출 여부와 인자를 검증할 수 있도록 만든 가짜 의존 객체.,vibe-v2,테스트·품질·보안,2,False,mock-object,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0383,스텁,stub,정해진 입력에 미리 준비한 결과를 반환하는 단순 대체 객체.,vibe-v2,테스트·품질·보안,2,False,stub,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0384,페이크,fake,실제보다 단순하지만 동작 가능한 구현을 가진 테스트용 대체 객체.,vibe-v2,테스트·품질·보안,3,False,fake,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0385,코드 커버리지,code coverage,테스트가 실행한 코드 줄·분기·함수의 비율.,vibe-v2,테스트·품질·보안,2,False,code-coverage,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0386,분기 커버리지,branch coverage,조건문의 참과 거짓 경로가 테스트된 비율.,vibe-v2,테스트·품질·보안,3,False,branch-coverage,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0387,테스트 피라미드,test pyramid,많은 단위 테스트와 적은 수의 통합·E2E 테스트를 권하는 구성 원칙.,vibe-v2,테스트·품질·보안,3,False,test-pyramid,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0388,정적 분석,static analysis,프로그램을 실행하지 않고 코드에서 오류와 위험 패턴을 찾는 검사.,vibe-v2,테스트·품질·보안,2,True,static-analysis,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0389,포매터,code formatter,코드 들여쓰기와 줄바꿈을 정해진 스타일로 자동 정리하는 도구.,vibe-v2,테스트·품질·보안,1,False,code-formatter,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0390,타입 체커,type checker,자료형 규칙 위반을 실행 전에 찾아주는 도구.,vibe-v2,테스트·품질·보안,2,False,type-checker,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0391,취약점,vulnerability,공격자가 시스템 보안을 해칠 수 있는 설계나 구현의 약점.,vibe-v2,테스트·품질·보안,2,True,vulnerability,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0392,위협 모델링,threat modeling,보호할 자산·공격자·공격 경로·대응책을 체계적으로 분석하는 과정.,vibe-v2,테스트·품질·보안,3,False,threat-modeling,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0393,공격 표면,attack surface,외부 입력과 접근점 가운데 공격에 이용될 수 있는 전체 범위.,vibe-v2,테스트·품질·보안,3,False,attack-surface,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0394,입력 검증,input validation,외부 입력의 형식·길이·범위를 확인해 잘못된 데이터를 거부하는 처리.,vibe-v2,테스트·품질·보안,1,True,input-validation,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0395,출력 인코딩,output encoding,사용자 데이터를 HTML 등 문맥에 맞게 변환해 코드 실행을 막는 처리.,vibe-v2,테스트·품질·보안,3,False,output-encoding,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0396,SQL 인젝션,SQL injection,입력값으로 악성 SQL을 삽입해 DB 명령을 바꾸는 공격.,vibe-v2,테스트·품질·보안,2,True,sql-injection,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0397,XSS,cross-site scripting,웹페이지에 악성 스크립트를 삽입해 다른 사용자의 브라우저에서 실행하는 공격.,vibe-v2,테스트·품질·보안,2,False,cross-site-scripting,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0398,CSRF,cross-site request forgery,로그인된 사용자의 권한으로 원치 않는 요청을 보내게 만드는 공격.,vibe-v2,테스트·품질·보안,3,False,cross-site-request-forgery,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0399,경로 순회,path traversal,파일 경로 조작으로 허용되지 않은 파일에 접근하는 공격.,vibe-v2,테스트·품질·보안,3,False,path-traversal,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0400,명령어 인젝션,command injection,사용자 입력을 통해 서버 운영체제 명령을 실행시키는 공격.,vibe-v2,테스트·품질·보안,3,False,command-injection,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0401,비밀정보 노출,secret exposure,API 키·토큰·비밀번호가 코드나 로그에 공개되는 보안 사고.,vibe-v2,테스트·품질·보안,2,True,secret-exposure,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0402,암호화,encryption,키를 가진 사람만 읽을 수 있도록 데이터를 변환하는 기술.,vibe-v2,테스트·품질·보안,2,False,encryption,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0403,단방향 해시,one-way hash,원본 복원이 어렵게 데이터를 고정 길이 값으로 변환하는 방식.,vibe-v2,테스트·품질·보안,2,False,one-way-hash,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0404,비밀번호 솔트,password salt,같은 비밀번호도 다른 해시가 나오게 추가하는 무작위 값.,vibe-v2,테스트·품질·보안,3,False,password-salt,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0405,다중 요소 인증,multi-factor authentication,비밀번호 외에 기기·생체 등 다른 확인 요소를 함께 요구하는 인증.,vibe-v2,테스트·품질·보안,2,False,multi-factor-authentication,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0406,앱 패키지 이름,application ID,안드로이드에서 앱을 전 세계적으로 유일하게 식별하는 문자열.,vibe-v2,모바일·앱 출시,2,True,application-id,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0407,번들 식별자,bundle identifier,애플 플랫폼에서 앱을 유일하게 식별하는 문자열.,vibe-v2,모바일·앱 출시,2,False,bundle-identifier,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0408,버전 이름,version name,사용자에게 보이는 1.2.0 같은 앱 버전 문자열.,vibe-v2,모바일·앱 출시,1,False,version-name,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0409,서명 키,signing key,앱 배포 파일에 전자 서명을 만드는 비밀 개인 키.,vibe-v2,모바일·앱 출시,2,True,signing-key,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0410,프로비저닝 프로파일,provisioning profile,iOS 앱의 서명·기기·권한 정보를 연결하는 배포 설정 파일.,vibe-v2,모바일·앱 출시,3,False,provisioning-profile,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0411,디버그 빌드,debug build,로그와 디버깅 기능을 포함해 개발 중 사용하는 앱 빌드.,vibe-v2,모바일·앱 출시,1,False,debug-build,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0412,릴리스 빌드,release build,최적화와 서명을 적용해 사용자 배포에 사용하는 앱 빌드.,vibe-v2,모바일·앱 출시,1,True,release-build,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0413,내부 테스트,internal testing,개발팀과 소수 테스터에게 빠르게 배포하는 스토어 테스트 단계.,vibe-v2,모바일·앱 출시,2,False,internal-testing,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0414,오픈 테스트,open testing,참여 링크나 스토어를 통해 넓은 사용자에게 공개하는 테스트 단계.,vibe-v2,모바일·앱 출시,2,False,open-testing,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0415,단계적 출시,staged rollout,새 버전을 일부 사용자부터 시작해 비율을 늘리며 배포하는 방식.,vibe-v2,모바일·앱 출시,2,True,staged-rollout,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0416,스토어 심사,store review,앱과 메타데이터가 스토어 정책을 지키는지 확인하는 절차.,vibe-v2,모바일·앱 출시,1,False,store-review,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0417,스토어 메타데이터,store metadata,앱 이름·설명·스크린샷·카테고리처럼 스토어에 표시되는 정보.,vibe-v2,모바일·앱 출시,2,False,store-metadata,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0418,개인정보 처리방침,privacy policy,수집하는 개인정보와 이용·보관·삭제 방법을 공개한 문서.,vibe-v2,모바일·앱 출시,1,True,privacy-policy,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0419,콘텐츠 등급,content rating,앱 내용에 따라 적합한 사용자 연령을 분류한 등급.,vibe-v2,모바일·앱 출시,2,False,content-rating,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
